일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2015/10/29,"388,500","391,500","380,000","381,500",▼,"-4,000","-1.04","107,370","41,162","0.09","-8,372","15,956","2,076","-20,786","-7,870","30.26"
2015/10/28,"379,000","386,000","376,000","385,500",▲,"10,000","+2.66","288,311","110,074","0.09","-41,836","63,481","-18,002","-75,922","8,552","30.25"
2015/10/27,"376,500","381,500","371,000","375,500",▼,"-1,500","-0.40","95,436","35,876","0.09","-1,670","18,323","-20,129","-116","-13,178","30.28"
2015/10/26,"376,500","379,500","370,000","377,000",▲,"1,000","+0.27","104,028","38,904","0.11","-8,720","17,816","-10,146","-5,385","-17,012","30.32"
2015/10/23,"371,000","380,000","371,000","376,000",▲,"8,500","+2.31","202,761","76,267","0.11","-48,647","27,698","18,956","21,205","-8,253","30.33"
2015/10/22,"364,500","369,000","362,500","367,500",▲,"3,000","+0.82","117,356","43,052","0.10","-14,400","24,894","-7,930","-2,475","-13,483","30.30"
2015/10/21,"368,000","368,000","363,500","364,500",▼,"-3,000","-0.82","87,541","31,941","0.10","5,192","6,150","-11,489","-9,479","1,479","30.32"
2015/10/20,"369,500","370,000","363,500","367,500",▼,"-2,000","-0.54","112,622","41,173","0.10","30,250","-4,627","-22,986","-29,067","-15,189","30.34"
2015/10/19,"372,000","373,000","365,000","369,500",▼,"-3,500","-0.94","88,756","32,594","0.10","10,372","-117","16,232","-14,764","-15,297","30.38"
2015/10/16,"370,000","373,000","366,500","373,000",▲,"6,000","+1.63","122,855","45,545","0.10","-24,577","7,436","24,012","26,155","-17,269","30.35"
2015/10/15,"360,500","370,500","358,000","367,000",▲,"4,500","+1.24","124,082","45,374","0.10","153","4,993","6,342","221","-4,302","30.31"
2015/10/14,"355,500","366,000","354,500","362,500",▲,"4,000","+1.12","127,205","46,124","0.10","-8,445","21,425","-13,316","-26,323","11,206","30.30"
2015/10/13,"363,000","367,500","354,500","358,500",▼,"-6,500","-1.78","295,634","106,346","0.09","29,257","-43,071","13,441","3,498","22,590","30.32"
2015/10/12,"377,500","379,000","365,000","365,000",▼,"-17,000","-4.45","244,388","90,307","0.09","71,964","-73,551","2,554","-29,956","-35,103","30.30"
2015/10/08,"380,000","382,000","368,000","382,000",▲,"3,000","+0.79","223,714","83,613","0.09","17,694","-14,724","-3,106","-30,850","21,689","30.29"
2015/10/07,"392,000","395,500","373,500","379,000",▼,"-17,000","-4.29","239,513","91,216","0.09","43,610","2,018","-46,859","-35,107","-57,667","30.30"
2015/10/06,"395,500","397,500","389,000","396,000",▲,"7,000","+1.80","127,850","50,382","0.09","-35,893","-5,661","42,799","51,719","-4,741","30.38"
2015/10/05,"399,000","404,000","382,500","389,000",▼,"-7,500","-1.89","216,705","85,435","0.09","24,746","34,821","-62,192","-25,981","-35,011","30.30"
2015/10/02,"388,000","400,000","381,500","396,500",▲,"8,000","+2.06","277,771","109,893","0.11","-62,690","29,390","28,962","-40,074","-18,475","30.41"
2015/10/01,"385,500","389,000","380,500","388,500",▲,"3,500","+0.91","188,995","73,154","0.12","-52,821","28,511","24,520","45,294","-30,158","30.36"
2015/09/30,"366,500","385,000","366,500","385,000",▲,"18,500","+5.05","306,624","116,231","0.12","-76,951","-19,078","89,753","87,116","27,934","30.32"
2015/09/25,"375,000","375,500","365,000","366,500",▼,"-9,500","-2.53","199,555","73,622","0.12","17,245","-26,273","8,880","18,532","-3,351","30.16"
2015/09/24,"374,500","378,500","371,500","376,000",▲,"5,500","+1.48","116,054","43,614","0.12","-16,709","-6,365","24,464","22,808","6,981","30.15"
2015/09/23,"369,000","374,000","366,000","370,500",▼,"-4,500","-1.20","179,259","66,434","0.13","1,633","-20,966","6,877","17,643","-22,661","30.11"
2015/09/22,"370,000","375,000","366,500","375,000",▲,"9,000","+2.46","127,563","47,486","0.13","-37,427","2,049","36,021","37,973","3,186","30.10"
2015/09/21,"372,000","372,000","363,000","366,000",▼,"-7,000","-1.88","155,566","57,042","0.13","16,832","-41,345","23,267","22,737","-3,953","30.03"
2015/09/18,"361,000","373,000","358,500","373,000",▲,"18,500","+5.22","378,818","139,666","0.14","-101,516","-17,717","121,053","71,642","21,823","29.99"
2015/09/17,"358,500","359,500","353,000","354,500",▲,"4,500","+1.29","186,204","66,193","0.14","-35,902","-33,738","68,563","22,020","55,579","29.79"
2015/09/16,"351,500","354,000","347,500","350,000",▲,"500","+0.14","216,427","75,738","0.13","14,248","-64,258","40,672","10,063","-22","29.67"
2015/09/15,"350,000","352,500","345,000","349,500",▼,"-500","-0.14","121,559","42,294","0.12","7,062","-17,139","10,242","8,437","14,654","29.60"
2015/09/14,"349,000","361,000","345,000","350,000",▼,"-1,000","-0.28","127,015","44,393","0.12","-8,626","1,158","6,869","18,596","16,803","29.58"
2015/09/11,"351,000","356,500","344,500","351,000",▼,"-6,000","-1.68","194,093","68,018","0.14","14,817","310","-18,209","-11,621","-11,311","29.57"
2015/09/10,"343,000","359,000","338,000","357,000",▲,"10,500","+3.03","366,816","128,950","0.16","-36,342","21,026","19,548","-4,568","20,502","29.60"
2015/09/09,"327,000","347,000","327,000","346,500",▲,"26,000","+8.11","344,005","117,129","0.16","-53,153","16,009","24,394","35,485","12,573","29.57"
2015/09/08,"331,500","336,500","311,500","320,500",▼,"-11,000","-3.32","243,109","77,778","0.14","46,430","-14,114","-44,076","-33,136","-10,567","29.53"
2015/09/07,"334,500","338,000","325,000","331,500",▼,"-500","-0.15","236,996","78,673","0.13","36,546","10,463","-46,413","-41,983","10,411","29.60"
2015/09/04,"343,000","346,000","331,000","332,000",▼,"-13,500","-3.91","361,949","121,204","0.10","65,397","-75,068","17,520","-3,194","-2,201","29.68"
2015/09/03,"364,000","367,500","343,000","345,500",▼,"-16,500","-4.56","352,736","123,619","0.10","132,253","-67,543","-75,046","-86,059","-54,049","29.65"
2015/09/02,"355,000","368,500","354,500","362,000",▼,"-1,500","-0.41","246,546","88,834","0.09","21,490","46,450","-64,822","-97,248","3,723","29.78"
2015/09/01,"374,000","381,000","362,500","363,500",▼,"-15,000","-3.96","223,526","82,083","0.09","61,376","-8,821","-52,467","-43,408","-42,572","29.89"
2015/08/31,"384,000","384,000","370,500","378,500",▼,"-500","-0.13","164,046","61,587","0.08","4,963","21,781","-26,368","-13,338","-10,554","29.98"
2015/08/28,"380,500","382,000","372,500","379,000",▼,"-1,000","-0.26","236,450","88,988","0.09","38,377","46,393","-94,705","-27,209","-29,612","30.03"
2015/08/27,"371,000","392,000","367,500","380,000",▲,"19,000","+5.26","438,602","167,167","0.11","-63,933","-64,494","124,530","40,138","-62,919","30.19"
2015/08/26,"345,000","366,500","339,000","361,000",▲,"20,500","+6.02","348,405","123,454","0.10","-42,360","16,323","23,931","-57,301","-44,575","29.97"
2015/08/25,"335,500","345,500","327,500","340,500",▲,"5,000","+1.49","345,858","116,510","0.10","21,741","-1,085","-27,097","-30,604","-68,121","29.93"
2015/08/24,"340,500","342,500","330,000","335,500",▼,"-8,500","-2.47","309,920","104,121","0.12","26,004","75,507","-104,598","-89,590","-108,075","29.98"
2015/08/21,"328,000","346,500","320,000","344,000",▲,"4,000","+1.18","273,934","92,846","0.11","-47,985","67,763","-22,525","6,946","-1,745","30.16"
2015/08/20,"344,000","353,000","337,000","340,000",▼,"-6,000","-1.73","250,952","86,115","0.11","-5,271","23,126","-11,552","44,280","19","30.20"
2015/08/19,"355,000","366,500","335,500","346,000",▼,"-16,000","-4.42","407,147","140,624","0.12","38,182","17,230","-54,650","2,202","-12,222","30.22"
2015/08/18,"378,500","383,000","355,500","362,000",▼,"-18,500","-4.86","251,348","92,020","0.12","48,181","-17,511","-24,323","-27,522","-47,604","30.31"
2015/08/17,"378,500","383,500","366,000","380,500",▲,"2,500","+0.66","258,166","97,533","0.12","-2,817","-21,028","23,536","62,412","-34,079","30.35"
2015/08/13,"376,000","396,000","374,000","378,000",▲,"2,000","+0.53","421,188","161,800","0.11","27,550","-24,645","-8,035","13,683","-27,488","30.31"
2015/08/12,"397,500","398,500","355,000","376,000",▼,"-25,000","-6.23","512,494","190,558","0.11","133,976","-59,182","-86,466","-32,066","-23,765","30.33"
2015/08/11,"418,000","420,500","398,500","401,000",▼,"-14,500","-3.49","173,822","70,611","0.11","39,264","2,286","-51,659","-30,886","-32,673","30.47"
2015/08/10,"406,000","415,500","405,500","415,500",▲,"8,000","+1.96","78,844","32,370","0.12","-32,992","21,188","12,393","11,506","950","30.56"
2015/08/07,"403,000","409,000","397,000","407,500",▲,"4,500","+1.12","85,398","34,563","0.12","-19,373","-391","18,919","10,826","4,405","30.54"
2015/08/06,"410,500","410,500","400,000","403,000",▼,"-5,000","-1.23","154,172","62,003","0.11","12,384","-18,136","5,345","-9,240","-30,392","30.51"
2015/08/05,"402,500","415,000","401,500","408,000",▲,"1,000","+0.25","126,752","51,648","0.11","12,387","17,012","-29,156","-33,667","16,355","30.50"
2015/08/04,"409,500","410,000","399,000","407,000",▼,"-3,000","-0.73","115,346","46,508","0.11","10,739","-20,132","5,919","-15,454","-25,118","30.55"
2015/08/03,"412,000","413,000","404,000","410,000",▼,"-1,000","-0.24","74,444","30,389","0.11","-5,234","8,434","-3,498","-2,826","12,511","30.54"
2015/07/31,"412,000","416,500","401,000","411,000",▲,"5,000","+1.23","104,749","42,930","0.11","-13,419","-3,555","17,361","17,958","948","30.55"
2015/07/30,"423,500","427,000","404,500","406,000",▼,"-17,500","-4.13","136,413","55,986","0.11","14,180","-2,872","-11,371","-15,039","-6,665","30.52"
2015/07/29,"415,000","428,000","412,000","423,500",▲,"12,000","+2.92","268,038","113,425","0.12","-111,709","36,633","76,736","89,100","-14,869","30.54"
2015/07/28,"406,000","411,500","398,000","411,500",▲,"7,000","+1.73","188,537","76,552","0.13","-37,890","14,221","16,649","19,112","-27,854","30.40"
2015/07/27,"410,000","413,500","401,500","404,500",▲,"10,500","+2.66","227,317","92,777","0.13","-53,721","41,294","15,380","-6,242","32,302","30.38"
2015/07/24,"400,500","403,500","391,500","394,000",▼,"-6,000","-1.50","101,440","40,201","0.13","7,699","-8,975","1,134","-2,591","-22,742","30.35"
2015/07/23,"392,000","402,500","391,500","400,000",▲,"8,500","+2.17","114,518","45,694","0.12","-42,787","27,226","14,298","25,896","-2,209","30.35"
2015/07/22,"400,000","400,000","386,000","391,500",▼,"-11,500","-2.85","201,444","78,798","0.11","64,376","-24,960","-40,438","-25,326","-74,795","30.32"
2015/07/21,"414,000","421,000","399,500","403,000",▼,"-7,000","-1.71","100,289","40,571","0.12","20,930","-25,135","3,396","-5,274","-20,969","30.39"
2015/07/20,"398,500","412,000","398,500","410,000",▲,"8,000","+1.99","129,378","52,654","0.13","-26,827","13,368","-14,057","23,079","1,728","30.39"
2015/07/17,"396,000","403,000","393,500","402,000",▲,"4,000","+1.01","146,812","58,677","0.13","-35,640","-6,201","44,539","43,723","-36,313","30.41"
2015/07/16,"403,500","404,000","391,500","398,000",▼,"-4,000","-1.00","181,281","71,680","0.13","6,698","-63,881","81,563","58,162","8,030","30.33"
2015/07/15,"400,500","403,000","399,500","402,000",▲,"2,000","+0.50","124,462","49,879","0.13","-31,656","-5,943","36,963","23,145","-6,362","30.19"
2015/07/14,"403,500","405,000","394,500","400,000",▲,"2,000","+0.50","167,988","67,033","0.13","-6,555","4,021","22,914","2,421","-36,026","30.13"
2015/07/13,"382,500","400,000","381,500","398,000",▲,"16,000","+4.19","179,298","70,391","0.14","-14,273","-3,834","21,175","22,357","-1,445","30.09"
2015/07/10,"380,000","387,500","375,500","382,000",▲,"2,000","+0.53","291,465","111,090","0.14","15,695","-11,378","-47,048","-13,898","-46,167","30.06"
2015/07/09,"370,000","382,500","366,000","380,000", ,"0","0","333,999","125,490","0.14","24,372","-32,308","31,168","-2,321","3,337","30.14"
2015/07/08,"386,000","393,500","368,500","380,000",▼,"-4,000","-1.04","377,747","143,741","0.11","11,967","48,094","-54,235","-36,671","24,477","30.08"
2015/07/07,"418,000","420,000","370,000","384,000",▼,"-43,000","-10.07","869,039","336,599","0.11","298,704","-293,899","-1,084","-42,775","-60,721","30.18"
2015/07/06,"435,500","440,000","426,500","427,000",▼,"-17,000","-3.83","170,558","73,807","0.12","15,200","-57,848","40,022","32,013","-36,319","30.18"
2015/07/03,"445,500","452,000","434,500","444,000",▼,"-1,000","-0.22","161,079","71,003","0.12","-7,606","-7,142","14,087","10,525","-32,785","30.11"
2015/07/02,"438,000","455,500","435,500","445,000",▲,"14,000","+3.25","373,048","166,020","0.14","-71,713","-71,906","139,573","69,870","-35,646","30.08"
2015/07/01,"415,500","432,500","415,000","431,000",▲,"13,000","+3.11","235,768","100,199","0.14","-75,549","26,499","50,273","50,623","-16,710","29.85"
2015/06/30,"418,000","424,000","417,000","418,000",▼,"-500","-0.12","192,839","80,702","0.15","-4,978","-23,765","29,212","59,343","-63,490","29.76"
2015/06/29,"412,000","426,500","409,500","418,500",▼,"-500","-0.12","206,177","86,439","0.16","-43,979","-26,436","71,629","52,936","-33,363","29.71"
2015/06/26,"403,000","422,500","398,500","419,000",▲,"17,500","+4.36","284,852","117,366","0.17","-117,988","-6,850","131,271","108,533","-7,381","29.59"
2015/06/25,"400,500","403,500","396,500","401,500",▼,"-2,000","-0.50","119,434","47,791","0.17","-12,848","-11,397","23,805","15,466","-22,732","29.36"
2015/06/24,"397,500","403,500","395,000","403,500",▲,"9,000","+2.28","172,854","69,259","0.17","-59,226","22,972","32,055","27,999","27,940","29.32"
2015/06/23,"398,000","398,500","390,500","394,500",▲,"500","+0.13","100,408","39,583","0.17","9,445","-10,102","193","-5,482","-20,927","29.27"
2015/06/22,"403,000","404,500","390,500","394,000",▼,"-1,000","-0.25","97,590","38,597","0.17","13,535","-17,531","8,128","546","-19,968","29.27"
2015/06/19,"408,000","408,000","391,500","395,000",▼,"-7,500","-1.86","176,072","69,902","0.18","20,478","6,525","-29,020","-40,782","-28,937","29.25"
2015/06/18,"399,000","404,500","393,000","402,500",▲,"12,500","+3.21","208,603","83,473","0.19","-73,692","16,211","58,250","45,572","15,730","29.30"
2015/06/17,"395,000","406,500","387,500","390,000",▲,"2,500","+0.65","223,487","88,201","0.20","-18,206","1,912","17,298","21,336","-46,352","29.20"
2015/06/16,"374,500","392,500","373,500","387,500",▲,"9,000","+2.38","194,109","74,679","0.20","-32,895","32,208","1,653","1,221","-13,886","29.17"
2015/06/15,"383,000","383,000","364,000","378,500",▼,"-4,000","-1.05","206,877","76,281","0.20","13,384","-2,355","-9,732","1,445","6,629","29.17"
2015/06/12,"381,000","393,000","380,500","382,500",▲,"2,500","+0.66","221,367","85,460","0.19","-2,460","-10,182","15,280","-8,156","-10,657","29.19"
2015/06/11,"390,500","393,000","380,000","380,000",▼,"-9,000","-2.31","210,576","80,618","0.19","66,585","-14,410","-50,267","-28,431","-20,912","29.16"
2015/06/10,"402,500","405,000","385,000","389,000",▼,"-10,000","-2.51","197,574","77,610","0.19","19,945","-47,328","26,916","7,320","-42,178","29.25"
2015/06/09,"395,500","404,000","395,000","399,000",▼,"-500","-0.13","120,966","48,258","0.20","-5,864","-12,239","19,045","20,781","-30,731","29.20"
2015/06/08,"388,500","399,500","382,000","399,500",▲,"12,000","+3.10","175,165","68,966","0.20","-50,462","35,018","15,566","37,132","-20,993","29.17"
2015/06/05,"393,500","399,000","386,000","387,500",▼,"-12,500","-3.13","275,249","107,214","0.22","56,561","-50,933","-5,592","45,313","-105,189","29.14"
2015/06/04,"383,000","407,000","382,000","400,000",▲,"19,000","+4.99","439,093","174,148","0.23","-87,967","-81,698","170,128","76,656","-40,350","29.15"
2015/06/03,"362,000","384,500","356,000","381,000",▲,"11,000","+2.97","461,541","172,790","0.23","-53,208","-20,136","77,073","90,408","29,172","28.86"
2015/06/02,"380,500","386,500","368,500","370,000",▼,"-17,500","-4.52","420,963","157,550","0.22","25,027","-57,380","35,950","60,359","53,095","28.73"
2015/06/01,"401,000","402,000","380,000","387,500",▼,"-16,500","-4.08","309,752","120,627","0.23","47,456","-10,866","-33,640","6,075","24,381","28.67"
2015/05/29,"399,000","419,000","399,000","404,000",▲,"4,000","+1.00","302,037","123,359","0.23","-30,454","16,251","14,975","14,125","-18,058","28.72"
2015/05/28,"405,000","414,000","396,500","400,000",▼,"-6,500","-1.60","212,377","85,892","0.22","10,541","723","-12,426","-6,328","-12,267","28.70"
2015/05/27,"398,500","409,500","391,000","406,500",▲,"4,000","+0.99","261,818","104,591","0.22","-4,323","4,617","-606","-2,218","-36,137","28.72"
2015/05/26,"408,000","418,000","392,000","402,500",▼,"-3,500","-0.86","310,163","125,740","0.23","-2,337","1,309","2,903","-640","14,904","28.72"
2015/05/22,"421,000","424,500","405,000","406,000",▼,"-16,500","-3.91","326,737","133,568","0.23","32,708","-37,352","4,886","217","19,642","28.72"
2015/05/21,"425,000","432,000","421,500","422,500",▼,"-4,000","-0.94","223,083","94,723","0.24","17,870","-5,873","-4,821","-8,429","21,986","28.71"
2015/05/20,"427,000","434,000","420,500","426,500",▼,"-1,500","-0.35","298,185","127,126","0.24","59,070","-25,816","-30,928","-32,468","-3,963","28.72"
2015/05/19,"443,000","449,000","423,500","428,000",▼,"-8,500","-1.95","484,498","210,849","0.25","126,606","-47,086","-79,304","-60,363","-27,795","28.77"
2015/05/18,"399,000","444,000","388,500","436,500",▲,"41,500","+10.51","819,787","346,500","0.28","-78,703","-24,429","113,019","94,072","102,663","28.91"
2015/05/15,"388,000","397,000","387,000","395,000",▲,"8,000","+2.07","293,197","115,340","0.29","-85,491","46,693","39,351","54,928","18,538","28.71"
2015/05/14,"400,000","401,500","383,500","387,000",▼,"-2,000","-0.51","391,122","152,981","0.28","48,632","-38,248","-9,372","-8,270","-17,698","28.64"
2015/05/13,"381,000","395,500","379,000","389,000",▲,"12,500","+3.32","377,037","146,314","0.30","7,378","-1,460","-7,010","24,655","19,227","28.66"
2015/05/12,"383,500","388,500","376,000","376,500",▼,"-11,500","-2.96","343,900","130,492","0.31","56,826","-10,801","-41,741","-41,762","-21,495","28.67"
2015/05/11,"385,000","401,500","381,000","388,000",▲,"11,500","+3.05","722,519","282,576","0.25","101,814","-6,826","-98,555","-90,522","-88,593","28.74"
2015/05/08,"386,000","391,500","368,500","376,500",▼,"-12,000","-3.09","1,106,817","420,878","0.24","338,661","-151,755","-185,299","-108,329","-87,947","28.91"
2015/05/07,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","1.43","0","0","0","0","0","29.07"
2015/05/06,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.44","0","0","0","0","0","29.07"
2015/05/04,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.25","0","0","0","0","0","29.07"
2015/04/30,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.25","0","0","0","0","0","29.07"
2015/04/29,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.25","0","0","0","0","0","29.07"
2015/04/28,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.25","0","0","0","0","0","29.07"
2015/04/27,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.25","0","0","0","0","0","29.07"
2015/04/24,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.25","0","0","0","0","0","29.07"
2015/04/23,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.61","0","0","0","0","0","29.07"
2015/04/22,"3,884,000","3,884,000","3,884,000","3,884,000", ,"0","0","","","0.23","0","0","0","0","0","29.07"
2015/04/21,"3,827,000","3,891,000","3,807,000","3,884,000",▼,"-21,000","-0.54","49,676","190,636","0.19","15,598","-6,392","-10,317","-7,096","-13,487","29.07"
2015/04/20,"4,000,000","4,030,000","3,887,000","3,905,000",▼,"-5,000","-0.13","33,233","130,806","0.17","15,423","-8,996","-8,247","-5,815","-5,654","29.25"
2015/04/17,"3,800,000","3,958,000","3,788,000","3,910,000",▲,"160,000","+4.27","30,089","116,944","0.16","2,898","-3,348","-105","-462","-3,760","29.39"
2015/04/16,"3,762,000","3,863,000","3,721,000","3,750,000", ,"0","0","29,462","111,478","0.16","9,287","1,562","-10,853","-3,637","-7,246","29.39"
2015/04/15,"3,578,000","3,786,000","3,575,000","3,750,000",▲,"172,000","+4.81","26,651","98,633","0.15","-1,034","-852","2,254","4,076","-687","29.58"
2015/04/14,"3,696,000","3,700,000","3,550,000","3,578,000",▼,"-122,000","-3.30","26,251","94,501","0.15","8,527","-3,596","-5,430","-4,182","-3,076","29.54"
2015/04/13,"3,601,000","3,830,000","3,561,000","3,700,000",▲,"147,000","+4.14","28,118","102,906","0.15","3,924","-1,650","-2,379","-703","-5,420","29.63"
2015/04/10,"3,318,000","3,600,000","3,286,000","3,553,000",▲,"257,000","+7.80","35,165","122,205","0.13","-9,084","6,059","2,622","4,443","1,597","29.67"
2015/04/09,"3,342,000","3,369,000","3,282,000","3,296,000",▼,"-24,000","-0.72","21,081","69,959","0.13","2,394","-3,673","1,428","332","-4,406","29.63"
2015/04/08,"3,230,000","3,320,000","3,220,000","3,320,000",▲,"81,000","+2.50","15,250","49,992","0.13","-3,443","-1,288","4,753","3,820","1,775","29.60"
2015/04/07,"3,278,000","3,280,000","3,225,000","3,239,000",▼,"-15,000","-0.46","11,082","35,907","0.13","2,010","-3,308","1,245","1,979","1,737","29.52"
2015/04/06,"3,249,000","3,275,000","3,180,000","3,254,000",▲,"6,000","+0.18","14,786","47,605","0.13","1,820","-2,663","650","544","-1,077","29.50"
2015/04/03,"3,253,000","3,288,000","3,212,000","3,248,000",▼,"-4,000","-0.12","13,643","44,169","0.11","727","-3,149","2,623","3,010","-144","29.49"
2015/04/02,"3,320,000","3,358,000","3,221,000","3,252,000",▼,"-85,000","-2.55","21,471","70,281","0.11","5,642","-6,641","901","3,724","-1,319","29.44"
2015/04/01,"3,338,000","3,410,000","3,305,000","3,337,000",▼,"-18,000","-0.54","16,123","53,948","0.12","2,192","-2,163","-114","2,467","-689","29.43"
2015/03/31,"3,282,000","3,363,000","3,257,000","3,355,000",▲,"114,000","+3.52","20,968","69,479","0.11","-3,015","-4,405","7,466","6,059","6,179","29.43"
2015/03/30,"3,229,000","3,333,000","3,221,000","3,241,000",▼,"-19,000","-0.58","14,332","46,632","0.11","2,562","-3,821","1,903","104","3,679","29.30"
2015/03/27,"3,274,000","3,329,000","3,198,000","3,260,000",▼,"-8,000","-0.24","18,743","60,821","0.09","2,505","-4,891","-4,119","4,090","2,178","29.27"
2015/03/26,"3,420,000","3,449,000","3,203,000","3,268,000",▼,"-106,000","-3.14","26,338","86,710","0.08","9,607","-3,521","-8,297","-2,183","-2,887","29.34"
2015/03/25,"3,280,000","3,390,000","3,280,000","3,374,000",▲,"95,000","+2.90","19,371","65,143","0.08","2,411","-3,494","-511","-1,239","2,108","29.48"
2015/03/24,"3,162,000","3,289,000","3,130,000","3,279,000",▲,"128,000","+4.06","16,836","54,518","0.08","-3,547","872","-526","-851","4,009","29.49"
2015/03/23,"3,231,000","3,244,000","3,134,000","3,151,000",▼,"-70,000","-2.17","14,256","45,155","0.07","3,250","-3,229","-109","-1,837","1,440","29.50"
2015/03/20,"3,171,000","3,260,000","3,171,000","3,221,000",▲,"31,000","+0.97","18,551","59,563","0.06","1,627","-3,505","1,969","1,081","2,035","29.50"
2015/03/19,"3,138,000","3,238,000","3,055,000","3,190,000",▲,"106,000","+3.44","18,365","58,359","0.06","-316","-1,654","1,967","348","3,948","29.47"
2015/03/18,"3,070,000","3,153,000","3,047,000","3,084,000",▼,"-39,000","-1.25","15,370","47,571","0.06","1,450","-1,746","-1,597","-859","2,799","29.44"
2015/03/17,"3,078,000","3,123,000","3,046,000","3,123,000",▲,"84,000","+2.76","18,983","58,473","0.06","-2,612","-4,577","7,126","-717","5,595","29.46"
2015/03/16,"2,906,000","3,050,000","2,882,000","3,039,000",▲,"139,000","+4.79","19,649","59,078","0.06","-6,435","2,074","4,344","436","1,962","29.34"
2015/03/13,"2,910,000","2,940,000","2,880,000","2,900,000",▲,"10,000","+0.35","10,028","29,069","0.06","254","-2,724","2,436","-960","1,039","29.27"
2015/03/12,"2,832,000","2,929,000","2,832,000","2,890,000",▲,"28,000","+0.98","14,694","42,576","0.07","-945","-3,358","4,218","1,889","333","29.22"
2015/03/11,"2,787,000","2,900,000","2,765,000","2,862,000",▲,"100,000","+3.62","23,696","67,374","0.07","-7,632","-2,097","2,711","8,297","2,617","29.15"
2015/03/10,"2,834,000","2,834,000","2,761,000","2,762,000",▼,"-46,000","-1.64","10,739","29,830","0.07","3,530","-4,374","-437","-933","-2,308","29.11"
2015/03/09,"2,801,000","2,869,000","2,776,000","2,808,000",▼,"-17,000","-0.60","11,918","33,507","0.07","1,788","-2,954","1,437","2,579","-633","29.11"
2015/03/06,"2,738,000","2,839,000","2,738,000","2,825,000",▲,"84,000","+3.06","16,139","45,414","0.07","-4,206","-4,133","10,295","6,457","5,749","29.09"
2015/03/05,"2,720,000","2,797,000","2,712,000","2,741,000",▼,"-39,000","-1.40","21,690","59,709","0.07","2,522","-1,782","-675","-704","1,889","28.91"
2015/03/04,"2,861,000","2,890,000","2,737,000","2,780,000",▼,"-80,000","-2.80","31,811","88,161","0.03","6,769","-5,607","-1,360","-2,111","1,659","28.92"
2015/03/03,"2,808,000","3,266,000","2,775,000","2,860,000",▲,"11,000","+0.39","41,363","121,117","0.04","8,766","-4,356","-4,104","-3,931","-2,336","28.95"
2015/03/02,"2,858,000","2,879,000","2,822,000","2,849,000",▼,"-6,000","-0.21","11,452","32,602","0.04","877","-4,255","3,424","2,488","-2,601","29.02"
2015/02/27,"2,855,000","2,879,000","2,820,000","2,855,000", ,"0","0","14,858","42,334","0.03","350","-15","4,057","1,938","-2,016","28.96"
2015/02/26,"2,900,000","2,933,000","2,838,000","2,855,000",▼,"-80,000","-2.73","15,258","43,725","0.04","3,438","-1,646","-2,098","-889","535","28.89"
2015/02/25,"3,025,000","3,040,000","2,902,000","2,935,000",▼,"-38,000","-1.28","17,881","52,646","0.04","2,567","1,702","2,695","658","-1,175","28.93"
2015/02/24,"2,853,000","3,000,000","2,853,000","2,973,000",▲,"99,000","+3.44","19,257","56,977","0.04","-4,247","2,952","1,555","-1,226","-1,989","28.88"
2015/02/23,"2,823,000","2,879,000","2,791,000","2,874,000",▲,"91,000","+3.27","15,062","43,084","0.04","-3,487","1,445","1,383","-79","3,126","28.85"
2015/02/17,"2,805,000","2,805,000","2,761,000","2,783,000",▼,"-21,000","-0.75","6,600","18,371","0.04","1,129","-15","-1,044","-128","1,231","28.83"
2015/02/16,"2,865,000","2,898,000","2,801,000","2,804,000",▼,"-76,000","-2.64","9,155","25,872","0.04","3,108","-122","-2,950","-2,950","-921","28.85"
2015/02/13,"2,760,000","2,880,000","2,760,000","2,880,000",▲,"108,000","+3.90","14,055","39,836","0.04","-3,654","1,387","2,246","1,347","3,389","28.90"
2015/02/12,"2,803,000","2,845,000","2,752,000","2,772,000",▼,"-50,000","-1.77","14,394","40,045","0.04","2,300","321","-2,834","-4,395","-341","28.86"
2015/02/11,"2,803,000","2,858,000","2,801,000","2,822,000",▲,"22,000","+0.79","14,008","39,740","0.04","-799","-2,497","3,214","1,460","5,583","28.91"
2015/02/10,"2,857,000","2,858,000","2,744,000","2,800,000",▼,"-50,000","-1.75","20,389","56,808","0.04","1,857","-1,110","-850","-1,502","3,945","28.85"
2015/02/09,"2,864,000","2,889,000","2,790,000","2,850,000",▲,"10,000","+0.35","13,790","39,389","0.04","160","-2,750","2,482","1,532","-241","28.87"
